metric,method_with,method_without,mean_with,mean_without,delta,wilcoxon_p,A12,significant_p05
heldout_uniform_mean,STATIC,STATIC_NOCLOSURE,0.5253420507533202,0.503694829054878,0.021647221698442243,7.450580596923828e-09,1.0,True
heldout_uniform_mean,COEVOLVE,COEVOLVE_NOCLOSURE,0.5256996354381066,0.503694829054878,0.02200480638322866,5.587935447692871e-09,1.0,True
heldout_worst_band,STATIC,STATIC_NOCLOSURE,0.520528731815659,0.5022782823415786,0.018250449474080388,3.725290298461914e-09,1.0,True
heldout_worst_band,COEVOLVE,COEVOLVE_NOCLOSURE,0.5204276332682345,0.5022782823415786,0.018149350926655927,1.862645149230957e-09,1.0,True
