gen,repertoire_diversity,opponent_diversity,hof_size
0,0.8456254265871144,0.5031110933768977,10.0
1,0.8517011181867448,0.5107494400760417,10.0
2,0.8473594172198222,0.496331151421314,10.0
3,0.8262987793172135,0.5163230851255535,10.0
4,0.7869366171177214,0.516025361345964,10.0
5,0.7289506636222114,0.5143017004769933,10.0
6,0.6489258937806568,0.515731290532241,10.0
7,0.6345478365217065,0.5094061758259125,10.0
8,0.5517276305009068,0.5118533133377011,10.0
9,0.5547310319149364,0.5207740867601347,10.0
10,0.5668522303004663,0.5106067309485064,10.0
11,0.5355973046381897,0.5146350678078255,10.0
12,0.544633158374961,0.5152262119476975,10.0
13,0.514018222999704,0.5192571805881946,10.0
14,0.4920513227088863,0.5095309851152835,10.0
15,0.5119250668496765,0.5149354903191962,10.0
16,0.4792941648178323,0.5156289215992352,10.0
17,0.5047827784406442,0.5108430807028865,10.0
18,0.4906872838077453,0.507833766443143,10.0
19,0.5356638506748457,0.50585375018012,10.0
20,0.49005162141016584,0.5114508379470883,10.0
21,0.5294052880891079,0.5197609614092547,10.0
22,0.5137489981088433,0.5219423224632632,10.0
23,0.47137982014043267,0.51997133988392,10.0
24,0.5462339003366062,0.5234321687327054,10.0
25,0.47647941024410634,0.5095266443872354,10.0
26,0.489807011640847,0.5010182951642205,10.0
27,0.4927902020320429,0.5045881080867972,10.0
28,0.4954581470386661,0.5104291207550776,10.0
29,0.4803529099989091,0.5141784295851789,10.0
30,0.47355748403136155,0.514582399378215,10.0
31,0.5023860255894466,0.5281025454830507,10.0
32,0.49387848307231613,0.516271311628138,10.0
33,0.5373958309661176,0.5074465579684063,10.0
34,0.5141657217037746,0.5100725167392384,10.0
35,0.4829509096195433,0.5133462331113361,10.0
36,0.4849329199463599,0.5048646723124449,10.0
37,0.4842756228689693,0.5140175298605836,10.0
38,0.4774256723894857,0.5142172989844125,10.0
39,0.511831755477309,0.5207153491619604,10.0
40,0.4759534307801025,0.5243150176959593,10.0
41,0.43495937903617615,0.5048130225935131,10.0
42,0.5569173431663776,0.5150673807261669,10.0
43,0.45345690374408654,0.5130562087747018,10.0
44,0.4598158421757153,0.5219274958488744,10.0
45,0.4542932666582618,0.522545720836317,10.0
46,0.5122500847149222,0.5196788142132951,10.0
47,0.5031135370934653,0.5146306447882338,10.0
48,0.43395535013773245,0.5102508425184301,10.0
49,0.4854963962019058,0.5128179421624192,10.0
50,0.5277298483742164,0.5055319008593067,10.0
