metric,method_with,method_without,mean_with,mean_without,delta,wilcoxon_p,A12,significant_p05
heldout_uniform_mean,STATIC,STATIC_NOCLOSURE,0.5253964365247327,0.5036948290548781,0.02170160746985461,1.0,1.0,False
heldout_uniform_mean,COEVOLVE,COEVOLVE_NOCLOSURE,0.5254052394324571,0.5036948290548781,0.021710410377579037,1.0,1.0,False
heldout_worst_band,STATIC,STATIC_NOCLOSURE,0.5196026510877074,0.5022782823415787,0.01732436874612875,1.0,1.0,False
heldout_worst_band,COEVOLVE,COEVOLVE_NOCLOSURE,0.5212263479192188,0.5022782823415787,0.018948065577640172,0.5,1.0,False
