method,n_seeds,mean_s,std_s,min_s,max_s,mean_min
most_played_baseline,30,0.07181531588236491,0.00657308993202614,0.06817126274108887,0.10358667373657227,0.0011969219313727486
RANDOM_SEARCH,30,13.984579459826152,5.348052086056932,8.736085414886475,26.448639392852783,0.23307632433043587
GREEDY_HILLCLIMB,30,5.159201947848002,1.345305683374029,3.4083821773529053,8.420560836791992,0.08598669913080004
STATIC,30,33.9655366897583,129.11279690469726,8.076800107955933,717.5404527187347,0.5660922781626384
COEVOLVE,30,371.57803327242533,122.92282448285081,219.03082275390625,624.9024868011475,6.1929672212070885
