metric,method_a,method_b,mean_a,mean_b,delta,wilcoxon_p,A12,significant_p05
heldout_uniform_mean,most_played_baseline,RANDOM_SEARCH,0.4933052926132053,0.5179067010627328,-0.024601408449527518,1.862645149230957e-08,0.0,True
heldout_uniform_mean,most_played_baseline,GREEDY_HILLCLIMB,0.4933052926132053,0.5246592432766006,-0.0313539506633953,1.6763806343078613e-08,0.0,True
heldout_uniform_mean,most_played_baseline,STATIC,0.4933052926132053,0.5260335053902095,-0.03272821277700422,1.4901161193847656e-08,0.0,True
heldout_uniform_mean,most_played_baseline,COEVOLVE,0.4933052926132053,0.5258606636024719,-0.03255537098926653,1.30385160446167e-08,0.0,True
heldout_uniform_mean,RANDOM_SEARCH,GREEDY_HILLCLIMB,0.5179067010627328,0.5246592432766006,-0.006752542213867785,1.1175870895385742e-08,0.0,True
heldout_uniform_mean,RANDOM_SEARCH,STATIC,0.5179067010627328,0.5260335053902095,-0.0081268043274767,9.313225746154785e-09,0.0,True
heldout_uniform_mean,RANDOM_SEARCH,COEVOLVE,0.5179067010627328,0.5258606636024719,-0.007953962539739012,7.450580596923828e-09,0.0,True
heldout_uniform_mean,GREEDY_HILLCLIMB,STATIC,0.5246592432766006,0.5260335053902095,-0.001374262113608915,0.0007688663899898529,0.2866666666666667,True
heldout_uniform_mean,GREEDY_HILLCLIMB,COEVOLVE,0.5246592432766006,0.5258606636024719,-0.0012014203258712275,0.008676465600728989,0.31333333333333335,True
heldout_uniform_mean,STATIC,COEVOLVE,0.5260335053902095,0.5258606636024719,0.00017284178773768755,0.5027610473334789,0.5133333333333333,False
heldout_worst_band,most_played_baseline,RANDOM_SEARCH,0.488525252901525,0.5125270353156625,-0.024001782414137474,1.862645149230957e-08,0.0,True
heldout_worst_band,most_played_baseline,GREEDY_HILLCLIMB,0.488525252901525,0.5198894075294028,-0.03136415462787784,1.6763806343078613e-08,0.0,True
heldout_worst_band,most_played_baseline,STATIC,0.488525252901525,0.52081465763892,-0.032289404737395,1.4901161193847656e-08,0.0,True
heldout_worst_band,most_played_baseline,COEVOLVE,0.488525252901525,0.5197821053276411,-0.031256852426116144,1.30385160446167e-08,0.0,True
heldout_worst_band,RANDOM_SEARCH,GREEDY_HILLCLIMB,0.5125270353156625,0.5198894075294028,-0.007362372213740365,1.1175870895385742e-08,0.0,True
heldout_worst_band,RANDOM_SEARCH,STATIC,0.5125270353156625,0.52081465763892,-0.008287622323257526,9.313225746154785e-09,0.0011111111111111111,True
heldout_worst_band,RANDOM_SEARCH,COEVOLVE,0.5125270353156625,0.5197821053276411,-0.00725507001197867,7.450580596923828e-09,0.0011111111111111111,True
heldout_worst_band,GREEDY_HILLCLIMB,STATIC,0.5198894075294028,0.52081465763892,-0.0009252501095171617,0.06254955567419529,0.33,False
heldout_worst_band,GREEDY_HILLCLIMB,COEVOLVE,0.5198894075294028,0.5197821053276411,0.00010730220176169425,0.7151329666376114,0.5344444444444445,False
heldout_worst_band,STATIC,COEVOLVE,0.52081465763892,0.5197821053276411,0.001032552311278856,0.08097944408655167,0.6988888888888889,False
