method,n_seeds,mean_s,std_s,min_s,max_s,mean_min
most_played_baseline,2,0.3680002689361572,0.45402035067523827,0.04695940017700195,0.6890411376953125,0.00613333781560262
RANDOM_SEARCH,2,13.152407884597778,0.22155553020333923,12.995744466781616,13.30907130241394,0.21920679807662963
GREEDY_HILLCLIMB,2,3.8944764137268066,0.17503754773968336,3.7707061767578125,4.018246650695801,0.06490794022878012
STATIC,2,6.623017430305481,1.6314183576983516,5.469430446624756,7.776604413986206,0.11038362383842468
COEVOLVE,2,228.98451936244965,48.274084349066186,194.84958696365356,263.1194517612457,3.8164086560408275
