gen,repertoire_diversity,opponent_diversity,hof_size
0,0.8030482462287505,0.4303016267038092,10.0
1,0.7926223635925405,0.37486641853383484,10.0
2,0.7800543307432828,0.33281327990544857,10.0
3,0.7632554299964524,0.3190141802794602,10.0
4,0.7103247670964309,0.30179309034298885,10.0
5,0.6354257380918839,0.29269926327410484,10.0
6,0.5472571790929597,0.28635493307613963,10.0
7,0.4940741528552582,0.2893413511068777,10.0
8,0.45309796917861617,0.2826335397339622,10.0
9,0.45090755988311787,0.27754548679521096,10.0
10,0.41589236507065264,0.2797645803104725,10.0
11,0.41798323545658245,0.27915463140040403,10.0
12,0.3911011866493048,0.2744666388640052,10.0
13,0.38720839296418763,0.27326407847341844,10.0
14,0.38793014590486663,0.27861590823823074,10.0
15,0.3819996693265767,0.2810944169068053,10.0
16,0.37486576906124564,0.2814973152642476,10.0
17,0.39214131341210423,0.2767004144168356,10.0
18,0.3726504303606699,0.2793762637967632,10.0
19,0.37232336565486623,0.28011961694435145,10.0
20,0.37969331987522803,0.276389207518612,10.0
21,0.35248306112660727,0.28756253527572534,10.0
22,0.37115661290063573,0.2873766868902834,10.0
23,0.3492678224105253,0.28502504568763093,10.0
24,0.36484569233831293,0.2831795637315672,10.0
25,0.34725777402606284,0.28051602037867635,10.0
26,0.32214493940322275,0.2766681087282338,10.0
27,0.36297265395925965,0.2785912102119481,10.0
28,0.32887055083736716,0.27774958662286237,10.0
29,0.3394316668995448,0.2810162908757346,10.0
30,0.35059799658662716,0.2797944417750953,10.0
31,0.31186128914705097,0.2771476300880746,10.0
32,0.34103392904082586,0.27832134700190353,10.0
33,0.3351980959890136,0.27387799542796715,10.0
34,0.3441828868443234,0.28153850920433215,10.0
35,0.31316396898302873,0.28438801412240566,10.0
36,0.32676145796559364,0.281956533169014,10.0
37,0.3780856683724259,0.2747996671928163,10.0
38,0.30134832173424203,0.27654757088347165,10.0
39,0.3412118964023565,0.27929547032863555,10.0
40,0.3449754382660469,0.2776838365106115,10.0
41,0.3230966874607022,0.2852766200254623,10.0
42,0.3368314357517088,0.2862088169790286,10.0
43,0.29962594026691824,0.2876819904601847,10.0
44,0.3755025779749485,0.2876471781286622,10.0
45,0.3399604393107654,0.28357602972272145,10.0
46,0.3103454582507191,0.2821457547165851,10.0
47,0.35819435404625044,0.2775099390077987,10.0
48,0.29990858050004504,0.2801507118007492,10.0
49,0.3341685800772816,0.27616621461823626,10.0
50,0.29440528559111095,0.27661798759341116,10.0
51,0.3475368867605942,0.27550212496187315,10.0
52,0.2974767566032909,0.2796210776166777,10.0
53,0.35872079457695244,0.2797248950012501,10.0
54,0.299875219230597,0.2811585733846403,10.0
55,0.3474955467927174,0.27942871232181926,10.0
56,0.29523713169326465,0.27567453108882767,10.0
57,0.33523740631211213,0.27096932210845204,10.0
58,0.31598437040285243,0.2774353366468515,10.0
59,0.3207513800983422,0.284502050582924,10.0
60,0.34111977450975467,0.2846538504014272,10.0
61,0.3343892045842774,0.2885204704998088,10.0
62,0.3041087893641671,0.28332059346751853,10.0
63,0.3495149059016037,0.2872988303637026,10.0
64,0.31591814448711547,0.2819679525531791,10.0
65,0.3267492773435981,0.27593719458465266,10.0
66,0.34156091931780685,0.2756389638708292,10.0
67,0.3220431947718776,0.2807390816638883,10.0
68,0.3583192569585572,0.28072499528306855,10.0
69,0.31077274524779813,0.2802998158404057,10.0
70,0.2915327857202791,0.28550305113805907,10.0
71,0.3529419606361928,0.280757248188227,10.0
72,0.3522532403178077,0.2794432774751475,10.0
73,0.31637529907535294,0.28157253309185154,10.0
74,0.3178411746768108,0.2843745920694512,10.0
75,0.3376584494313828,0.2840312876191865,10.0
76,0.3090669335994798,0.2828495757720635,10.0
77,0.3509086200712892,0.2863087955067687,10.0
78,0.29221426150120206,0.27913558739150424,10.0
79,0.36242940239582183,0.27677405071370104,10.0
80,0.32301920743877577,0.28460367349868476,10.0
81,0.3206985324480149,0.28765466170787796,10.0
82,0.3443421755849701,0.28617248876308776,10.0
83,0.33065719752261175,0.28863636304925333,10.0
84,0.3352298853024112,0.28822002934973945,10.0
85,0.33609432080185603,0.27794600532574876,10.0
86,0.34076342135863585,0.2809565288704802,10.0
87,0.31837282920248827,0.28271695999657087,10.0
88,0.29087772391977923,0.28132325611004044,10.0
89,0.3341917314663517,0.27908568614914897,10.0
90,0.34467525536168103,0.2824797737548717,10.0
91,0.33844004599158206,0.27435558056886716,10.0
92,0.3165739549857141,0.2809056921276454,10.0
93,0.3301395139479053,0.27545517919913876,10.0
94,0.3351242353308355,0.2801964791791595,10.0
95,0.3505888151266849,0.2778786548995049,10.0
96,0.3015705134198036,0.2802053672588088,10.0
97,0.2928930524376893,0.2863376749656644,10.0
98,0.32183085633900776,0.28538305640828004,10.0
99,0.3500907758654119,0.2833307208632473,10.0
