metric,method_with,method_without,mean_with,mean_without,delta,wilcoxon_p,A12,significant_p05
heldout_uniform_mean,STATIC,STATIC_NOCLOSURE,0.5254714992516253,0.5036948290548781,0.021776670196747228,0.25,1.0,False
heldout_uniform_mean,COEVOLVE,COEVOLVE_NOCLOSURE,0.5254687451848047,0.5036948290548781,0.02177391612992663,0.1875,1.0,False
heldout_worst_band,STATIC,STATIC_NOCLOSURE,0.520393422174761,0.5022782823415787,0.01811513983318236,0.125,1.0,False
heldout_worst_band,COEVOLVE,COEVOLVE_NOCLOSURE,0.5198540502094199,0.5022782823415787,0.017575767867841208,0.0625,1.0,False
