metric,method_a,method_b,mean_a,mean_b,delta,wilcoxon_p,A12,significant_p05
heldout_uniform_mean,most_played_baseline,RANDOM_SEARCH,0.49375819845373253,0.5166329944148209,-0.02287479596108838,0.625,0.0,False
heldout_uniform_mean,most_played_baseline,GREEDY_HILLCLIMB,0.49375819845373253,0.5239046835131196,-0.03014648505938705,0.5625,0.0,False
heldout_uniform_mean,most_played_baseline,STATIC,0.49375819845373253,0.5254714992516253,-0.03171330079789275,0.5,0.0,False
heldout_uniform_mean,most_played_baseline,COEVOLVE,0.49375819845373253,0.5254687451848047,-0.03171054673107215,0.4375,0.0,False
heldout_uniform_mean,RANDOM_SEARCH,GREEDY_HILLCLIMB,0.5166329944148209,0.5239046835131196,-0.007271689098298673,0.375,0.0,False
heldout_uniform_mean,RANDOM_SEARCH,STATIC,0.5166329944148209,0.5254714992516253,-0.008838504836804373,0.3125,0.0,False
heldout_uniform_mean,RANDOM_SEARCH,COEVOLVE,0.5166329944148209,0.5254687451848047,-0.008835750769983775,0.25,0.0,False
heldout_uniform_mean,GREEDY_HILLCLIMB,STATIC,0.5239046835131196,0.5254714992516253,-0.0015668157385057002,0.375,0.24,False
heldout_uniform_mean,GREEDY_HILLCLIMB,COEVOLVE,0.5239046835131196,0.5254687451848047,-0.001564061671685102,0.375,0.16,False
heldout_uniform_mean,STATIC,COEVOLVE,0.5254714992516253,0.5254687451848047,2.754066820598311e-06,0.8125,0.4,False
heldout_worst_band,most_played_baseline,RANDOM_SEARCH,0.4893577236290982,0.5109616810752794,-0.02160395744618121,0.625,0.0,False
heldout_worst_band,most_played_baseline,GREEDY_HILLCLIMB,0.4893577236290982,0.5203371635673331,-0.030979439938234876,0.5625,0.0,False
heldout_worst_band,most_played_baseline,STATIC,0.4893577236290982,0.520393422174761,-0.03103569854566285,0.5,0.0,False
heldout_worst_band,most_played_baseline,COEVOLVE,0.4893577236290982,0.5198540502094199,-0.030496326580321698,0.4375,0.0,False
heldout_worst_band,RANDOM_SEARCH,GREEDY_HILLCLIMB,0.5109616810752794,0.5203371635673331,-0.009375482492053666,0.375,0.0,False
heldout_worst_band,RANDOM_SEARCH,STATIC,0.5109616810752794,0.520393422174761,-0.009431741099481639,0.3125,0.0,False
heldout_worst_band,RANDOM_SEARCH,COEVOLVE,0.5109616810752794,0.5198540502094199,-0.008892369134140488,0.25,0.0,False
heldout_worst_band,GREEDY_HILLCLIMB,STATIC,0.5203371635673331,0.520393422174761,-5.625860742797251e-05,1.0,0.56,False
heldout_worst_band,GREEDY_HILLCLIMB,COEVOLVE,0.5203371635673331,0.5198540502094199,0.00048311335791317855,1.0,0.56,False
heldout_worst_band,STATIC,COEVOLVE,0.520393422174761,0.5198540502094199,0.0005393719653411511,1.0,0.48,False
