metric,method_with,method_without,mean_with,mean_without,delta,wilcoxon_p,A12,significant_p05
heldout_uniform_mean,STATIC,STATIC_NOCLOSURE,0.5221311354567313,0.5036948290548781,0.01843630640185323,0.25,1.0,False
heldout_uniform_mean,COEVOLVE,COEVOLVE_NOCLOSURE,0.5254745483884612,0.5036948290548781,0.021779719333583136,0.1875,1.0,False
heldout_worst_band,STATIC,STATIC_NOCLOSURE,0.5178325614679761,0.5022782823415787,0.015554279126397397,0.125,1.0,False
heldout_worst_band,COEVOLVE,COEVOLVE_NOCLOSURE,0.5209202213155567,0.5022782823415787,0.018641938973978034,0.0625,1.0,False
