metric,method_a,method_b,mean_a,mean_b,delta,wilcoxon_p,A12,significant_p05
heldout_uniform_mean,most_played_baseline,RANDOM_SEARCH,0.4933052926132052,0.5159991663636838,-0.0226938737504786,0.625,0.0,False
heldout_uniform_mean,most_played_baseline,GREEDY_HILLCLIMB,0.4933052926132052,0.5259240353711255,-0.032618742757920316,0.5625,0.0,False
heldout_uniform_mean,most_played_baseline,STATIC,0.4933052926132052,0.5221311354567313,-0.028825842843526073,0.5,0.0,False
heldout_uniform_mean,most_played_baseline,COEVOLVE,0.4933052926132052,0.5254745483884612,-0.03216925577525598,0.4375,0.0,False
heldout_uniform_mean,RANDOM_SEARCH,GREEDY_HILLCLIMB,0.5159991663636838,0.5259240353711255,-0.009924869007441717,0.375,0.0,False
heldout_uniform_mean,RANDOM_SEARCH,STATIC,0.5159991663636838,0.5221311354567313,-0.0061319690930474735,0.3125,0.0,False
heldout_uniform_mean,RANDOM_SEARCH,COEVOLVE,0.5159991663636838,0.5254745483884612,-0.009475382024777379,0.25,0.0,False
heldout_uniform_mean,GREEDY_HILLCLIMB,STATIC,0.5259240353711255,0.5221311354567313,0.0037928999143942432,0.1875,1.0,False
heldout_uniform_mean,GREEDY_HILLCLIMB,COEVOLVE,0.5259240353711255,0.5254745483884612,0.00044948698266433773,0.4375,0.64,False
heldout_uniform_mean,STATIC,COEVOLVE,0.5221311354567313,0.5254745483884612,-0.0033434129317299055,0.125,0.0,False
heldout_worst_band,most_played_baseline,RANDOM_SEARCH,0.48852525290152504,0.5115843114301832,-0.023059058528658194,0.625,0.0,False
heldout_worst_band,most_played_baseline,GREEDY_HILLCLIMB,0.48852525290152504,0.5198754488432294,-0.031350195941704406,0.5625,0.0,False
heldout_worst_band,most_played_baseline,STATIC,0.48852525290152504,0.5178325614679761,-0.02930730856645103,0.5,0.0,False
heldout_worst_band,most_played_baseline,COEVOLVE,0.48852525290152504,0.5209202213155567,-0.032394968414031666,0.4375,0.0,False
heldout_worst_band,RANDOM_SEARCH,GREEDY_HILLCLIMB,0.5115843114301832,0.5198754488432294,-0.008291137413046212,0.375,0.0,False
heldout_worst_band,RANDOM_SEARCH,STATIC,0.5115843114301832,0.5178325614679761,-0.006248250037792835,0.3125,0.0,False
heldout_worst_band,RANDOM_SEARCH,COEVOLVE,0.5115843114301832,0.5209202213155567,-0.009335909885373472,0.25,0.0,False
heldout_worst_band,GREEDY_HILLCLIMB,STATIC,0.5198754488432294,0.5178325614679761,0.002042887375253377,0.25,0.92,False
heldout_worst_band,GREEDY_HILLCLIMB,COEVOLVE,0.5198754488432294,0.5209202213155567,-0.00104477247232726,0.4375,0.28,False
heldout_worst_band,STATIC,COEVOLVE,0.5178325614679761,0.5209202213155567,-0.003087659847580637,0.1875,0.0,False
