method,seed,heldout_score,per_game_mean,per_game_worst_decile,per_game_worst_band_mean,per_game_std,sim_mean,sim_std,sim_worst_decile,sim_truncated_frac
COEVOLVE_FROZEN,1009,1.0297690631632197,0.5151369527486735,0.4791444109242816,0.514051385225967,0.03377001891032111,,,,
COEVOLVE_FROZEN,1010,1.0232410126698348,0.5126162629580182,0.4791444109242816,0.5088764282263378,0.03059623374643289,,,,
COEVOLVE_FROZEN,1011,1.0289752776709333,0.5135787914242969,0.4791444109242816,0.5118936942604003,0.03586336417401199,,,,
COEVOLVE_FROZEN,1012,1.0228944321169973,0.5119149962664199,0.4791444109242816,0.5112202149009571,0.025409972676474005,,,,
COEVOLVE_FROZEN,1013,1.0287625522625874,0.5142247264017773,0.4791444109242816,0.5108365264497203,0.035165296020720334,,,,
COEVOLVE_FROZEN,1014,1.02515290528041,0.5117600296332891,0.4791444109242816,0.5090737713033482,0.035608422788578925,,,,
STATIC,1000,1.0269251680338116,0.5144941923638076,0.4791444109242816,0.511470815723431,0.03438033725915879,0.5096042537311753,0.12376031904540614,0.5208555890757184,0.94
STATIC,1001,1.0258876424636116,0.5131636050097725,0.4791444109242816,0.5109538758999311,0.029497934968021743,0.5104384772942041,0.07291978247060057,0.5208555890757184,0.98
STATIC,1002,1.0253359691321635,0.5142400361810893,0.4791444109242816,0.5119948145760956,0.035305198548134124,0.5096042537311753,0.12376031904540613,0.5208555890757184,0.94
STATIC,1003,1.0253889991487668,0.5145341498010078,0.4791444109242816,0.51316281708511,0.03828531887936847,0.5104384772942041,0.07291978247060057,0.5208555890757184,0.98
STATIC,1004,1.0231082399000078,0.5132914725862486,0.4791444109242816,0.5111529690932887,0.02942299088413801,0.5200213655126897,0.10008347663263252,0.5208555890757184,0.96
STATIC,1005,1.0320140335099781,0.5174161787536922,0.4791444109242816,0.515469753408628,0.036514554845136105,,,,
STATIC,1006,1.0245860343686894,0.5137110527870105,0.4791444109242816,0.5111613012121111,0.029270541286389586,,,,
STATIC,1007,1.0295400208553094,0.5154239534367364,0.4791444109242816,0.5136555093578661,0.0383428113644767,,,,
STATIC,1008,1.027600215070649,0.514067435826813,0.4791444109242816,0.5125223441297153,0.03631559077711937,,,,
STATIC,1009,1.0310129528094456,0.516472729141229,0.4791444109242816,0.514868084074227,0.036300578047212775,,,,
STATIC,1010,1.02306457741218,0.5115207628406662,0.4791444109242816,0.5103359328197761,0.026423743931034072,,,,
