gen,repertoire_diversity,opponent_diversity,hof_size
0,0.8214487497859688,0.5376607354686913,10.0
1,0.8273863761333085,0.5348957045416768,10.0
2,0.7790028918919454,0.5452309343010363,10.0
3,0.6880326277144978,0.5447954017050237,10.0
4,0.6143503259265415,0.535707627847604,10.0
5,0.5709621846923728,0.5375052406189416,10.0
6,0.515855157936636,0.537332142147791,10.0
7,0.5076142274736549,0.5417545906224974,10.0
8,0.46841296586183206,0.5395583039850833,10.0
9,0.44185173394627075,0.5468661160616478,10.0
10,0.4576815292994027,0.5518053562927245,10.0
11,0.4468939375238515,0.5431354030569846,10.0
12,0.4139629831859763,0.5423985122591231,10.0
13,0.4338375705401759,0.5441843811887608,10.0
14,0.4234411888549946,0.5384890563884004,10.0
15,0.412890819681326,0.5312413771705706,10.0
16,0.38549118282277645,0.532272622894526,10.0
17,0.41514074304824916,0.5438633449248654,10.0
18,0.41545754585812994,0.5374719110554727,10.0
19,0.4188300613908443,0.5322504184179866,10.0
20,0.4388682169878836,0.5356960783149406,10.0
21,0.39307023763317545,0.5353319606323136,10.0
22,0.3816687048140909,0.5376742522351711,10.0
23,0.4103687175286494,0.5408982792496008,10.0
24,0.4183510621246482,0.5409312788410168,10.0
25,0.34804582261899203,0.5381662158758888,10.0
26,0.4276445279776663,0.5450256826253914,10.0
27,0.3634196669412585,0.5415746555812447,10.0
28,0.39347455924997626,0.5415647964057988,10.0
29,0.40184327596982283,0.5463446567022127,10.0
30,0.3806856087844478,0.5467056091830379,10.0
31,0.40002718386992947,0.5449463516235491,10.0
32,0.412320675581143,0.5421444690715673,10.0
33,0.35017259386028776,0.5454842081968151,10.0
34,0.42995567629238074,0.5397397302871899,10.0
35,0.3802421250526415,0.5369950872077476,10.0
36,0.3820295083938881,0.5408641350263262,10.0
37,0.41099261600890885,0.5373543677283956,10.0
38,0.4020274028488369,0.5382373984838137,10.0
39,0.4371490821962858,0.5437804440954375,10.0
40,0.35370265789103333,0.545447093114442,10.0
41,0.4095530027968689,0.5378390021268754,10.0
42,0.39363096269841874,0.5414861606839274,10.0
43,0.38255108739755095,0.5389757583163092,10.0
44,0.41068386306298105,0.538561637514089,10.0
45,0.41068910078447907,0.5419718345823359,10.0
46,0.3749173596737517,0.5391370090896648,10.0
47,0.36216438625801106,0.5504937987013332,10.0
48,0.41826980498740723,0.5416551602972516,10.0
49,0.3924976390943044,0.5412263934253448,10.0
50,0.4012210896446274,0.5497596243610796,10.0
51,0.39516539447874627,0.5472793332130628,10.0
52,0.39457894371351504,0.5459429066165725,10.0
53,0.4128995605059511,0.5352768409332326,10.0
54,0.4171605952355424,0.5425571723059909,10.0
55,0.3594573861970084,0.5388092524328361,10.0
56,0.4182536885720988,0.5405756071072879,10.0
57,0.3830886708421953,0.5436059873734079,10.0
58,0.40497901731845587,0.5384397521101815,10.0
59,0.3823988144926165,0.5443282693856525,10.0
60,0.40832300501806673,0.5440902682566778,10.0
61,0.38514664413373534,0.5431632872672926,10.0
62,0.40389403773972893,0.5440505148015498,10.0
63,0.36234365789346296,0.5372768212477862,10.0
64,0.42276945803366917,0.5492833639239233,10.0
65,0.39555699109652576,0.5270368243827805,10.0
66,0.41877384244108734,0.5387102315453554,10.0
67,0.35880618973352074,0.5381910434578151,10.0
68,0.4194412012077025,0.5408975149620532,10.0
69,0.3795382492760901,0.5455937039932022,10.0
70,0.4221091758513191,0.5399088994429294,10.0
71,0.35454798329061815,0.5459763722360623,10.0
72,0.4579877527720714,0.5406776639662866,10.0
73,0.3821158096847085,0.5451927064140261,10.0
74,0.38741067028736786,0.5434476709394975,10.0
75,0.3513655850304922,0.5467642564412798,10.0
76,0.4401050846036924,0.5417215059995978,10.0
77,0.3906605792491834,0.5391392932873065,10.0
78,0.4189836673773723,0.5449481531245097,10.0
79,0.3727602486420548,0.5431798186950755,10.0
80,0.39921519865840516,0.5367797801097436,10.0
81,0.42844046987473233,0.5466006919285143,10.0
82,0.3799725841203968,0.5446252168478035,10.0
83,0.40661037733401834,0.5439315714331939,10.0
84,0.388899354326394,0.5428328454711581,10.0
85,0.4084541236118408,0.5353612929072952,10.0
86,0.35819682685649296,0.5427184794994276,10.0
87,0.4264792265205792,0.5443711494279585,10.0
88,0.3840769362108933,0.5420094656594544,10.0
89,0.384188503340004,0.5451341909782897,10.0
90,0.4032273282992247,0.5356950215538057,10.0
91,0.37757249512084246,0.5433459391401816,10.0
92,0.4002294581142244,0.5401894125823489,10.0
93,0.38785584038683835,0.5460413470609375,10.0
94,0.42238347908017093,0.5436412832524575,10.0
95,0.37155712818511455,0.5435604488494469,10.0
96,0.4085090086745034,0.5449310689310599,10.0
97,0.38148888216571103,0.5413180066296293,10.0
98,0.3945113657108176,0.5467271115948853,10.0
99,0.4297122689849431,0.541312139758565,10.0
