metric,method_with,method_without,mean_with,mean_without,delta,wilcoxon_p,A12,significant_p05
heldout_uniform_mean,STATIC,STATIC_NOCLOSURE,0.5220691295447244,0.503694829054878,0.01837430048984645,3.3952485001397595e-06,1.0,True
heldout_uniform_mean,COEVOLVE,COEVOLVE_NOCLOSURE,0.5227211047403707,0.503694829054878,0.019026275685492755,6.646017544388674e-06,1.0,True
heldout_worst_band,STATIC,STATIC_NOCLOSURE,0.5141700923234572,0.5022782823415786,0.011891809981878665,1.6976242500698797e-06,1.0,True
heldout_worst_band,COEVOLVE,COEVOLVE_NOCLOSURE,0.5142300241692166,0.5022782823415786,0.01195174182763803,4.9845131582915055e-06,1.0,True
