metric,method_a,method_b,mean_a,mean_b,delta,wilcoxon_p,A12,significant_p05
heldout_uniform_mean,most_played_baseline,RANDOM_SEARCH,0.49383125653031784,0.5197267493054298,-0.025895492775111995,0.625,0.0,False
heldout_uniform_mean,most_played_baseline,GREEDY_HILLCLIMB,0.49383125653031784,0.525120529642946,-0.031289273112628135,0.5625,0.0,False
heldout_uniform_mean,most_played_baseline,STATIC,0.49383125653031784,0.5241748279880556,-0.03034357145773775,0.5,0.0,False
heldout_uniform_mean,most_played_baseline,COEVOLVE,0.49383125653031784,0.5238527164865204,-0.03002145995620259,0.4375,0.0,False
heldout_uniform_mean,RANDOM_SEARCH,GREEDY_HILLCLIMB,0.5197267493054298,0.525120529642946,-0.005393780337516141,0.375,0.0,False
heldout_uniform_mean,RANDOM_SEARCH,STATIC,0.5197267493054298,0.5241748279880556,-0.004448078682625756,0.5,0.08,False
heldout_uniform_mean,RANDOM_SEARCH,COEVOLVE,0.5197267493054298,0.5238527164865204,-0.004125967181090595,0.3125,0.0,False
heldout_uniform_mean,GREEDY_HILLCLIMB,STATIC,0.525120529642946,0.5241748279880556,0.0009457016548903852,0.8125,0.6,False
heldout_uniform_mean,GREEDY_HILLCLIMB,COEVOLVE,0.525120529642946,0.5238527164865204,0.0012678131564255457,1.0,0.6,False
heldout_uniform_mean,STATIC,COEVOLVE,0.5241748279880556,0.5238527164865204,0.00032211150153516055,1.0,0.6,False
heldout_worst_band,most_played_baseline,RANDOM_SEARCH,0.4898396975120106,0.5123758856254869,-0.02253618811347624,0.625,0.0,False
heldout_worst_band,most_played_baseline,GREEDY_HILLCLIMB,0.4898396975120106,0.5201940492057384,-0.0303543516937278,0.5625,0.0,False
heldout_worst_band,most_played_baseline,STATIC,0.4898396975120106,0.5189454250561688,-0.02910572754415819,0.5,0.0,False
heldout_worst_band,most_played_baseline,COEVOLVE,0.4898396975120106,0.5197068904363126,-0.029867192924301955,0.4375,0.0,False
heldout_worst_band,RANDOM_SEARCH,GREEDY_HILLCLIMB,0.5123758856254869,0.5201940492057384,-0.007818163580251558,0.375,0.0,False
heldout_worst_band,RANDOM_SEARCH,STATIC,0.5123758856254869,0.5189454250561688,-0.006569539430681948,0.3125,0.0,False
heldout_worst_band,RANDOM_SEARCH,COEVOLVE,0.5123758856254869,0.5197068904363126,-0.007331004810825714,0.25,0.0,False
heldout_worst_band,GREEDY_HILLCLIMB,STATIC,0.5201940492057384,0.5189454250561688,0.0012486241495696104,0.9375,0.64,False
heldout_worst_band,GREEDY_HILLCLIMB,COEVOLVE,0.5201940492057384,0.5197068904363126,0.0004871587694258439,1.0,0.52,False
heldout_worst_band,STATIC,COEVOLVE,0.5189454250561688,0.5197068904363126,-0.0007614653801437665,0.8125,0.4,False
