metric,method_with,method_without,mean_with,mean_without,delta,wilcoxon_p,A12,significant_p05
heldout_uniform_mean,STATIC,STATIC_NOCLOSURE,0.5240307344368921,0.5036948290548781,0.02033590538201402,1.0,1.0,False
heldout_uniform_mean,COEVOLVE,COEVOLVE_NOCLOSURE,0.52622150098174,0.5036948290548781,0.022526671926861974,1.0,1.0,False
heldout_worst_band,STATIC,STATIC_NOCLOSURE,0.52018282011828,0.5022782823415787,0.017904537776701313,1.0,1.0,False
heldout_worst_band,COEVOLVE,COEVOLVE_NOCLOSURE,0.5213818482601803,0.5022782823415787,0.019103565918601628,0.5,1.0,False
