gen,repertoire_diversity,opponent_diversity,hof_size
0,0.8269871801463964,0.49955958690581515,15.0
1,0.8368826651533874,0.49522079712685796,15.0
2,0.8242889208543283,0.4853905145541983,15.0
3,0.8033522556955716,0.4828342007912884,15.0
4,0.7692317629160288,0.4835222208435512,15.0
5,0.7294047338458055,0.4938983806170265,15.0
6,0.6827408002180175,0.492173980124833,15.0
7,0.6343361386834998,0.4888511522838352,15.0
8,0.5826676912521302,0.4978890345084934,15.0
9,0.570226465263179,0.496843828089163,15.0
10,0.5517557418414183,0.4833667380254149,15.0
11,0.5128783991146695,0.48039842005210504,15.0
12,0.4926109368515406,0.4841566784308966,15.0
13,0.47395209578362485,0.48197859217183914,15.0
14,0.4441102395625603,0.48870630352392347,15.0
15,0.4440704585031633,0.4840631510977608,15.0
16,0.43957457419633905,0.49516846054629254,15.0
17,0.4250752903911457,0.4971174338387954,15.0
18,0.4715321096748564,0.4893598730684179,15.0
19,0.4423965426757969,0.49153013995839456,15.0
20,0.44343132411143854,0.49851302219194776,15.0
21,0.44162898723743454,0.48125812702618476,15.0
22,0.42207325650800703,0.4826041161008987,15.0
23,0.4160163516935606,0.489624985725762,15.0
24,0.4308509280910749,0.4828490838912521,15.0
25,0.44333212882343603,0.4797305071022323,15.0
26,0.4121267832682428,0.48458814068540207,15.0
27,0.4244399687567245,0.48109764447695097,15.0
28,0.4484743397159422,0.49029625878157723,15.0
29,0.4016896121749705,0.5008927481121669,15.0
30,0.40443619347541165,0.4864215113110591,15.0
31,0.39752043460874276,0.4783904543264896,15.0
32,0.4197178412607224,0.48886117901088794,15.0
33,0.3901897588277126,0.49370043537338115,15.0
34,0.41310499635671466,0.4940523667351177,15.0
35,0.4101169802345144,0.49458480383237086,15.0
36,0.3929039458565937,0.48397886657702327,15.0
37,0.40211710106795656,0.4948277215825666,15.0
38,0.4232603547395886,0.493098215199054,15.0
39,0.40167165461700305,0.5007140837738201,15.0
40,0.3652548875751252,0.4897834977691299,15.0
41,0.39679809498038215,0.49657976519944913,15.0
42,0.3887540728540209,0.5012874819857024,15.0
43,0.3838673999360665,0.49031034785414207,15.0
44,0.4345443820935014,0.495817371288929,15.0
45,0.3753370955961145,0.4869866430422344,15.0
46,0.38704633621561957,0.488342527970994,15.0
47,0.35246965641940975,0.4843572699207553,15.0
48,0.3817586230950997,0.49145643437092523,15.0
49,0.3824779879223556,0.4922906816935863,15.0
50,0.43439411159128305,0.4931454630571338,15.0
51,0.389090600796602,0.48696010506543497,15.0
52,0.38734263123739987,0.48857350245242714,15.0
53,0.41074454926932574,0.49285554292118294,15.0
54,0.40158682690684405,0.5007271647249526,15.0
