gen,repertoire_diversity,opponent_diversity,hof_size
0,0.8585414033662445,0.4300527438176888,10.0
1,0.8612444991310712,0.37843108067258946,10.0
2,0.8444639801743814,0.3429326319294944,10.0
3,0.8195822765504569,0.31885197658681735,10.0
4,0.7752350631547426,0.30188803883487064,10.0
5,0.7223056124438718,0.29342071846905016,10.0
6,0.6657646490175894,0.28487434777256226,10.0
7,0.6171765691280915,0.282979688260004,10.0
8,0.5806962713603857,0.28058751512983393,10.0
9,0.5467729674768765,0.28173020002288307,10.0
10,0.5203181474482734,0.28536658970101775,10.0
11,0.49047437304436675,0.2827319831170236,10.0
12,0.4754038451526018,0.2821136052838018,10.0
13,0.46997490878044107,0.2847726568782291,10.0
14,0.47096637136121416,0.28268349774284895,10.0
15,0.4873944611419848,0.28512909648774115,10.0
16,0.47107493994003186,0.28654931531911143,10.0
17,0.46324970795936676,0.28116067302963615,10.0
18,0.44668492345139565,0.2816791701518709,10.0
19,0.42596227751233606,0.2830270717942887,10.0
20,0.42128425394308144,0.2828791424236703,10.0
21,0.43882887753647215,0.28678302333503114,10.0
22,0.45843644901360725,0.2837338027128233,10.0
23,0.42442253231099225,0.2818423765907681,10.0
24,0.4208155241106825,0.2791548714902368,10.0
25,0.4032065974824347,0.2776283355768394,10.0
26,0.4206919423376677,0.28062199744453914,10.0
27,0.4065405435047751,0.2810699506883499,10.0
28,0.38737583860422575,0.28190613705758627,10.0
29,0.4101391193182994,0.28394900382116306,10.0
30,0.39692106603300903,0.28127802232318866,10.0
31,0.38426011182139974,0.2875440921017485,10.0
32,0.3905055305687982,0.2832648333382102,10.0
33,0.3964505597314322,0.2802008436337526,10.0
34,0.38828484360593585,0.28358672401069424,10.0
35,0.4030325036224028,0.28584427670029433,10.0
36,0.39655083639901356,0.2828429268077462,10.0
37,0.3972813738907925,0.27860080670307485,10.0
38,0.39401447020801805,0.2782760326397818,10.0
39,0.38524064148154835,0.2789882828627595,10.0
40,0.3780418219820999,0.2800443528783013,10.0
41,0.36644040208054934,0.28077754194889243,10.0
42,0.3514541453177972,0.281203737423674,10.0
43,0.3646370444479041,0.28408507880102196,10.0
44,0.3673180234857057,0.28119923722092593,10.0
45,0.3790425665521857,0.2818395329801516,10.0
46,0.37758830844537866,0.2814582330291434,10.0
47,0.3753200516111708,0.2866172531998699,10.0
48,0.38769945450284593,0.28306976923084165,10.0
49,0.40212986357716274,0.28190640044079907,10.0
50,0.39119054798175323,0.2771853702272545,10.0
51,0.38773136512037426,0.27648958580804994,10.0
52,0.39230837431834015,0.27296477902600497,10.0
53,0.36429472583859185,0.27048697139707006,10.0
54,0.3570128950327543,0.2729144459439666,10.0
55,0.37124734219898,0.272153155973128,10.0
56,0.3545092348725868,0.27699485360496734,10.0
57,0.386306378510152,0.27827194021106383,10.0
58,0.3711428339888953,0.28019171306085755,10.0
59,0.3879753182294008,0.2797087700067443,10.0
60,0.37205783854928265,0.2760873003714797,10.0
61,0.3495153682843983,0.2768020362148578,10.0
62,0.35302459921916307,0.27498356037747146,10.0
63,0.3557537147127332,0.27699257754410594,10.0
64,0.37540828109275587,0.2771125873571325,10.0
65,0.3663462462333682,0.2795697394289015,10.0
66,0.3896833671798913,0.2783442249224664,10.0
67,0.35131726561252574,0.27884406564651293,10.0
68,0.382770547399047,0.2748322560643611,10.0
69,0.38105220841813314,0.2744254219228946,10.0
70,0.3467380809375789,0.276074928524381,10.0
71,0.3891887230276633,0.27697022821530665,10.0
72,0.3508989123735066,0.27810983099742365,10.0
73,0.34508123997552426,0.2769704701995007,10.0
74,0.3710604314352384,0.27977511414568695,10.0
75,0.33917404657665984,0.27969547285290103,10.0
76,0.3480915650620039,0.2806135626353801,10.0
77,0.3722942238520411,0.2761881659960339,10.0
78,0.342299530350971,0.2780372531458226,10.0
79,0.34433534419250844,0.2812562490140054,10.0
80,0.3336775419653194,0.2828865849219283,10.0
81,0.3451867589366131,0.279105626112469,10.0
82,0.33683255245672444,0.27847297839574386,10.0
83,0.3369415925297817,0.28235275316229624,10.0
84,0.3872056488840942,0.28493895317445816,10.0
85,0.36646232768568426,0.28447005688776,10.0
86,0.3335002524062331,0.2850061881816098,10.0
87,0.3428542048007508,0.28354000316299083,10.0
88,0.3580243798706262,0.2866347043924992,10.0
89,0.3543209950487933,0.28363593240890317,10.0
90,0.3575548180182986,0.2816751387640971,10.0
91,0.3574016896020205,0.2828956530803357,10.0
92,0.3786784217149763,0.2856265702690088,10.0
93,0.3316761072680261,0.28132817372449287,10.0
94,0.38764222289833444,0.28089459990125687,10.0
95,0.33307177334786614,0.2765187955692079,10.0
96,0.3111220693501667,0.28078801170158835,10.0
97,0.3742657931557335,0.2833638325572574,10.0
98,0.341015110230261,0.28346538711522956,10.0
99,0.35347177263239693,0.28552545846444316,10.0
