method,n_seeds,mean_s,std_s,min_s,max_s,mean_min
most_played_baseline,30,0.03356459935506185,0.011181058436199045,0.02780628204345703,0.08818578720092773,0.0005594099892510308
RANDOM_SEARCH,30,2.8483871618906655,0.10997634305672556,2.6876778602600098,3.1129391193389893,0.04747311936484443
GREEDY_HILLCLIMB,30,1.0343896627426148,0.05807543994178905,0.9341487884521484,1.1674535274505615,0.017239827712376914
STATIC,30,2.6661651849746706,0.4714554321034295,2.360215187072754,4.507035970687866,0.04443608641624451
COEVOLVE,30,92.3629984776179,11.641348792409344,82.6428611278534,144.70383596420288,1.5393833079602983
