metric,method_a,method_b,mean_a,mean_b,delta,wilcoxon_p,A12,significant_p05
heldout_uniform_mean,most_played_baseline,RANDOM_SEARCH,0.4933052926132053,0.5168853689784557,-0.02358007636525039,1.862645149230957e-08,0.0,True
heldout_uniform_mean,most_played_baseline,GREEDY_HILLCLIMB,0.4933052926132053,0.5242872294374794,-0.03098193682427408,1.6763806343078613e-08,0.0,True
heldout_uniform_mean,most_played_baseline,STATIC,0.4933052926132053,0.5246019674091703,-0.031296674795964985,1.4901161193847656e-08,0.0,True
heldout_uniform_mean,most_played_baseline,COEVOLVE,0.4933052926132053,0.5243334013151996,-0.03102810870199424,1.30385160446167e-08,0.0,True
heldout_uniform_mean,RANDOM_SEARCH,GREEDY_HILLCLIMB,0.5168853689784557,0.5242872294374794,-0.00740186045902369,1.1175870895385742e-08,0.0033333333333333335,True
heldout_uniform_mean,RANDOM_SEARCH,STATIC,0.5168853689784557,0.5246019674091703,-0.007716598430714594,9.313225746154785e-09,0.0,True
heldout_uniform_mean,RANDOM_SEARCH,COEVOLVE,0.5168853689784557,0.5243334013151996,-0.007448032336743848,7.450580596923828e-09,0.0033333333333333335,True
heldout_uniform_mean,GREEDY_HILLCLIMB,STATIC,0.5242872294374794,0.5246019674091703,-0.0003147379716909038,1.0,0.45111111111111113,False
heldout_uniform_mean,GREEDY_HILLCLIMB,COEVOLVE,0.5242872294374794,0.5243334013151996,-4.617187772015807e-05,0.935398668050766,0.48333333333333334,False
heldout_uniform_mean,STATIC,COEVOLVE,0.5246019674091703,0.5243334013151996,0.0002685660939707457,1.0,0.51,False
heldout_worst_band,most_played_baseline,RANDOM_SEARCH,0.488525252901525,0.5109726922716505,-0.022447439370125555,1.862645149230957e-08,0.0,True
heldout_worst_band,most_played_baseline,GREEDY_HILLCLIMB,0.488525252901525,0.5196392755405962,-0.031114022639071204,1.6763806343078613e-08,0.0,True
heldout_worst_band,most_played_baseline,STATIC,0.488525252901525,0.519833334460351,-0.03130808155882597,1.4901161193847656e-08,0.0,True
heldout_worst_band,most_played_baseline,COEVOLVE,0.488525252901525,0.5191654534010551,-0.030640200499530146,1.30385160446167e-08,0.0,True
heldout_worst_band,RANDOM_SEARCH,GREEDY_HILLCLIMB,0.5109726922716505,0.5196392755405962,-0.008666583268945649,1.1175870895385742e-08,0.0,True
heldout_worst_band,RANDOM_SEARCH,STATIC,0.5109726922716505,0.519833334460351,-0.008860642188700418,9.313225746154785e-09,0.0,True
heldout_worst_band,RANDOM_SEARCH,COEVOLVE,0.5109726922716505,0.5191654534010551,-0.008192761129404591,7.450580596923828e-09,0.0,True
heldout_worst_band,GREEDY_HILLCLIMB,STATIC,0.5196392755405962,0.519833334460351,-0.0001940589197547693,0.7303419969975948,0.49,False
heldout_worst_band,GREEDY_HILLCLIMB,COEVOLVE,0.5196392755405962,0.5191654534010551,0.000473822139541058,0.5787324123084545,0.5866666666666667,False
heldout_worst_band,STATIC,COEVOLVE,0.519833334460351,0.5191654534010551,0.0006678810592958273,0.5727885626256466,0.5988888888888889,False
